depth,min_leafs,data_group,test_acc,test_acc_std,test_f1,test_f1_std
2.0,2.0,moving,0.5894891777784971,0.19563833106742184,0.5894891777784971,0.19563833106742184
2.0,8.0,moving,0.5771999977324571,0.19326702598884085,0.5771999977324571,0.19326702598884085
2.0,32.0,moving,0.5744408903029871,0.18769057099170128,0.5744408903029871,0.18769057099170128
2.0,128.0,moving,0.5921942744243088,0.18559560864779878,0.5921942744243088,0.18559560864779878
2.0,256.0,moving,0.5988052883277781,0.19388165307446947,0.5988052883277781,0.19388165307446947
3.0,2.0,moving,0.6299141720089432,0.18754692541243495,0.6299141720089432,0.18754692541243495
3.0,8.0,moving,0.6048655429101915,0.16517121575668317,0.6048655429101915,0.16517121575668317
3.0,32.0,moving,0.5992394705824349,0.1709795265025899,0.5992394705824349,0.1709795265025899
3.0,128.0,moving,0.6200821059387098,0.1871049282080843,0.6200821059387098,0.1871049282080843
3.0,256.0,moving,0.6072709434813437,0.1806837687608906,0.6072709434813437,0.1806837687608906
5.0,2.0,moving,0.7132986245114527,0.12654270478441781,0.7132986245114527,0.12654270478441781
5.0,8.0,moving,0.7198806824886462,0.1256036941234129,0.7198806824886462,0.1256036941234129
5.0,32.0,moving,0.7055695851485487,0.1258911347430958,0.7055695851485487,0.1258911347430958
5.0,128.0,moving,0.7007078687170228,0.14431507364135526,0.7007078687170228,0.14431507364135526
5.0,256.0,moving,0.6795416609542985,0.15326414683771053,0.6795416609542985,0.15326414683771053
7.0,2.0,moving,0.8095752295402361,0.07687294228522738,0.8095752295402361,0.07687294228522738
7.0,8.0,moving,0.80618779641224,0.07461051712298951,0.80618779641224,0.07461051712298951
7.0,32.0,moving,0.7854305071941529,0.08219239199723213,0.7854305071941529,0.08219239199723213
7.0,128.0,moving,0.7590211061999248,0.11150384735101523,0.7590211061999248,0.11150384735101523
7.0,256.0,moving,0.7273643349214588,0.12866573585069643,0.7273643349214588,0.12866573585069643
10.0,2.0,moving,0.8963740795379463,0.023030380931864443,0.8963740795379463,0.023030380931864443
10.0,8.0,moving,0.8914578600272612,0.026538239344596242,0.8914578600272612,0.026538239344596242
10.0,32.0,moving,0.8786478984725562,0.0334151906704991,0.8786478984725562,0.0334151906704991
10.0,128.0,moving,0.8328452099125638,0.06647707817386042,0.8328452099125638,0.06647707817386042
10.0,256.0,moving,0.7880264261241232,0.09370637572699929,0.7880264261241232,0.09370637572699929
2.0,2.0,tail,0.5589287262032933,0.2032786862227184,0.5589287262032933,0.2032786862227184
2.0,8.0,tail,0.577933249503863,0.17850066258677344,0.577933249503863,0.17850066258677344
2.0,32.0,tail,0.5545266944251712,0.1921605268986054,0.5545266944251712,0.1921605268986054
2.0,128.0,tail,0.5603163207445416,0.1827381735082301,0.5603163207445416,0.1827381735082301
2.0,256.0,tail,0.5529162317434824,0.18305658076884837,0.5529162317434824,0.18305658076884837
3.0,2.0,tail,0.6162570743236419,0.1848007565321553,0.6162570743236419,0.1848007565321553
3.0,8.0,tail,0.610821415928385,0.18535253969501886,0.610821415928385,0.18535253969501886
3.0,32.0,tail,0.5955516849857779,0.19668101497663099,0.5955516849857779,0.19668101497663099
3.0,128.0,tail,0.5936413322948384,0.18990779861737966,0.5936413322948384,0.18990779861737966
3.0,256.0,tail,0.5931786043601568,0.20049967076409536,0.5931786043601568,0.20049967076409536
5.0,2.0,tail,0.6907106524243092,0.1468668309307792,0.6907106524243092,0.1468668309307792
5.0,8.0,tail,0.6772184811908062,0.1444872025370654,0.6772184811908062,0.1444872025370654
5.0,32.0,tail,0.6756619547025483,0.1588221385759616,0.6756619547025483,0.1588221385759616
5.0,128.0,tail,0.669707424308448,0.15638138805653604,0.669707424308448,0.15638138805653604
5.0,256.0,tail,0.6556691705611467,0.1664159994630512,0.6556691705611467,0.1664159994630512
7.0,2.0,tail,0.7847484168597185,0.09519980985402017,0.7847484168597185,0.09519980985402017
7.0,8.0,tail,0.7688250219183382,0.10575180139394338,0.7688250219183382,0.10575180139394338
7.0,32.0,tail,0.7533655707323462,0.11069394693306696,0.7533655707323462,0.11069394693306696
7.0,128.0,tail,0.722038518095067,0.1292958566100451,0.722038518095067,0.1292958566100451
7.0,256.0,tail,0.7005434643968165,0.14213584479258462,0.7005434643968165,0.14213584479258462
10.0,2.0,tail,0.8839748341523588,0.032927509295600295,0.8839748341523588,0.032927509295600295
10.0,8.0,tail,0.87567110692345,0.03524162422021922,0.87567110692345,0.03524162422021922
10.0,32.0,tail,0.8550508399530917,0.05046845982306807,0.8550508399530917,0.05046845982306807
10.0,128.0,tail,0.7977483448055589,0.08170351079206416,0.7977483448055589,0.08170351079206416
10.0,256.0,tail,0.743478196008498,0.11310926584563287,0.743478196008498,0.11310926584563287
2.0,2.0,kitchen_sink,0.5832906329144892,0.23531075629753195,0.5832906329144892,0.23531075629753195
2.0,8.0,kitchen_sink,0.5890263081223834,0.22920418132018275,0.5890263081223834,0.22920418132018275
2.0,32.0,kitchen_sink,0.5933409872852007,0.22150705410107774,0.5933409872852007,0.22150705410107774
2.0,128.0,kitchen_sink,0.5707268787823772,0.23893760705677966,0.5707268787823772,0.23893760705677966
2.0,256.0,kitchen_sink,0.5905847217433944,0.23079483346935303,0.5905847217433944,0.23079483346935303
3.0,2.0,kitchen_sink,0.6101386095277679,0.23031917572081956,0.6101386095277679,0.23031917572081956
3.0,8.0,kitchen_sink,0.6001402892996888,0.21640601905556284,0.6001402892996888,0.21640601905556284
3.0,32.0,kitchen_sink,0.614890529144565,0.2386507607742108,0.614890529144565,0.2386507607742108
3.0,128.0,kitchen_sink,0.6311708532420865,0.22749678513486876,0.6311708532420865,0.22749678513486876
3.0,256.0,kitchen_sink,0.6166397893213945,0.2255864613398103,0.6166397893213945,0.2255864613398103
5.0,2.0,kitchen_sink,0.6812584296280737,0.18379055314972315,0.6812584296280737,0.18379055314972315
5.0,8.0,kitchen_sink,0.6804665275608652,0.19124325254813748,0.6804665275608652,0.19124325254813748
5.0,32.0,kitchen_sink,0.6686681512110992,0.19644961427183638,0.6686681512110992,0.19644961427183638
5.0,128.0,kitchen_sink,0.6697605027142639,0.1854590736570541,0.6697605027142639,0.1854590736570541
5.0,256.0,kitchen_sink,0.6605844726120349,0.207353045951237,0.6605844726120349,0.207353045951237
7.0,2.0,kitchen_sink,0.7781071864551307,0.1311233969824927,0.7781071864551307,0.1311233969824927
7.0,8.0,kitchen_sink,0.7631672487439379,0.15722924084075063,0.7631672487439379,0.15722924084075063
7.0,32.0,kitchen_sink,0.756010652081194,0.14861973992410554,0.756010652081194,0.14861973992410554
7.0,128.0,kitchen_sink,0.7332897452907832,0.16735270556559004,0.7332897452907832,0.16735270556559004
7.0,256.0,kitchen_sink,0.6987942638921688,0.1922168103584681,0.6987942638921688,0.1922168103584681
10.0,2.0,kitchen_sink,0.8587606445848763,0.10775521254208625,0.8587606445848763,0.10775521254208625
10.0,8.0,kitchen_sink,0.8535710444317575,0.113588517594547,0.8535710444317575,0.113588517594547
10.0,32.0,kitchen_sink,0.8377842018196733,0.12608407824205936,0.8377842018196733,0.12608407824205936
10.0,128.0,kitchen_sink,0.8015686101050962,0.14755804689742208,0.8015686101050962,0.14755804689742208
10.0,256.0,kitchen_sink,0.7548386232971238,0.1642117624891914,0.7548386232971238,0.1642117624891914
2.0,2.0,late,0.5501025168085347,0.16610075239913497,0.5501025168085347,0.16610075239913497
2.0,8.0,late,0.5787804900607776,0.17618248025871305,0.5787804900607776,0.17618248025871305
2.0,32.0,late,0.5906648838607782,0.1841090159776819,0.5906648838607782,0.1841090159776819
2.0,128.0,late,0.5855578550893882,0.18923345223568977,0.5855578550893882,0.18923345223568977
2.0,256.0,late,0.5949539934936436,0.19787912369917937,0.5949539934936436,0.19787912369917937
3.0,2.0,late,0.6392799671086934,0.1660488633067135,0.6392799671086934,0.1660488633067135
3.0,8.0,late,0.622562566655692,0.14324658080683983,0.622562566655692,0.14324658080683983
3.0,32.0,late,0.6156278087882504,0.16565692507454569,0.6156278087882504,0.16565692507454569
3.0,128.0,late,0.6074882098957064,0.17386293581218018,0.6074882098957064,0.17386293581218018
3.0,256.0,late,0.601916066302358,0.18283711803146205,0.601916066302358,0.18283711803146205
5.0,2.0,late,0.7131070768074965,0.12526771171794854,0.7131070768074965,0.12526771171794854
5.0,8.0,late,0.7245520372008316,0.1291671872035568,0.7245520372008316,0.1291671872035568
5.0,32.0,late,0.7078630407064231,0.12576952654588278,0.7078630407064231,0.12576952654588278
5.0,128.0,late,0.6913670762614961,0.14730984763275806,0.6913670762614961,0.14730984763275806
5.0,256.0,late,0.677328531612308,0.14862656759152623,0.677328531612308,0.14862656759152623
7.0,2.0,late,0.81918919378556,0.06665367849894788,0.81918919378556,0.06665367849894788
7.0,8.0,late,0.8153101215507428,0.0733799561715467,0.8153101215507428,0.0733799561715467
7.0,32.0,late,0.7973122381230353,0.07837545047002648,0.7973122381230353,0.07837545047002648
7.0,128.0,late,0.7663664981872337,0.1032363607046046,0.7663664981872337,0.1032363607046046
7.0,256.0,late,0.7317086040274845,0.12490742459663344,0.7317086040274845,0.12490742459663344
10.0,2.0,late,0.9025465029043197,0.019156082745263762,0.9025465029043197,0.019156082745263762
10.0,8.0,late,0.8986684749326861,0.02301338390417921,0.8986684749326861,0.02301338390417921
10.0,32.0,late,0.885667510182685,0.027779761724236386,0.885667510182685,0.027779761724236386
10.0,128.0,late,0.8420229033768637,0.056784568577266124,0.8420229033768637,0.056784568577266124
10.0,256.0,late,0.789883894343838,0.09450869276255297,0.789883894343838,0.09450869276255297
